,asin,overall,review
3921835,B016XTRBIU,5,"I've ordered these a few times for one of our printers, these are nice and cheap and have so far been decent replacements and come filled to the top. these are nice and cheap and have so far been decent replacements ..."
3921837,B016XTRBIU,5,Cartridges work as expected after using the printer head cleaning application. Cartridges work as expected
3921838,B016XTRBIU,5,Great deal and the colors look great on paper. Five Stars
3921839,B016XTRBIU,5,works great... very affordable price. Great value
3921840,B016XTRBIU,5,"Excellent product, works perfectly without any issues. Five Stars"
3921841,B016XTRBIU,5,great value will be buying again. Five Stars
3921842,B016XTRBIU,5,"great price, great quality.... fast shipping... Five Stars"
3921843,B016XTRBIU,5,"Seem to be working fine in my printer despite the warnings about it not being genuine HP. First shipment one cartridge and some ink in the packages if it leaked but customer service probably replaced it. Overall great great price, works, great customer service"
3921844,B016XTRBIU,5,Great product and a great price. I will definitely buy this product again. Five Stars
3921845,B016XTRBIU,4,"Prints well and has for about a year. It does return an error message doesnt prevent it from printing though. Saves a lot of $ over the HP cartridges! Works well, great savings"
3921846,B016XTRBIU,5,Ink works great at just a fraction of the price of buying it anywhere else. Will definitely be buying this ink from now on. Ink works great at just a fraction of the price of buying ...
3921847,B016XTRBIU,1,Black ink cartridge leaked and ruined my printer One Star
3921848,B016XTRBIU,5,The ink cartridges work well in our printer. Five Stars
3921849,B016XTRBIU,4,"Product works well.
The printer first said their party cartridge installed. Error.
Restarted printer twice. Then removed the black cartridge and rubbed the ink contact area with thumb. Put the black cartridge back and voila. Printer started working fine.  Great value for home printing. Product works well"
3921850,B016XTRBIU,5,"I have tried a few other brands of off-brand cartridges, but the Miroo brand stands above the rest...even better than getting original HP cartridges refilled because it is not only more convenient but cheaper! These are recognized by my printer which allows the monitoring of their fill levels. The only issue, which really isn't an issue if you just take care, is to keep them upside down until they are ready to be inserted directly into the printer head...in other words, don't turn them over until you insert them or they will leak...other than that, they work flawlessly and last a long time! even better than getting original HP cartridges refilled because it is ..."
3921851,B016XTRBIU,5,This is a great product and a great value. I did have an issue with one of the cartridges I ordered but they promptly sent me replacements. I will definitely order from them again. I highly recommend this product and this seller. These cartridges work great in my HP Officejet 6500A Plus All-In-One printer.
3921852,B016XTRBIU,2,Prompt delivery but 2 of the Ink cartridges were dried out. Two Stars
3921853,B016XTRBIU,5,It WORKS!!!!!  I am so happy that I can get ink for my kids printer for half of the cost of one cartridge!!  I will order again and again!! Works!!
3921854,B016XTRBIU,1,"These do not work well with my HP printer.  I finally got the colors to work, but can't get the black to work.  I wish I had just bought the HP brand. You get what you pay for."
3921855,B016XTRBIU,5,"Works well, color is good and the price is right! A very smart choice. color is good and the price is right"
3921856,B016XTRBIU,5,Works perfectly with my printer. Will buy again. Work like a charm
3921857,B016XTRBIU,2,"The price is great, but my HP Officejet printer is having trouble recognizing the ink cartridges. I haven't printed successfully with the new ink yet. The price is great, but my HP Officejet printer is having trouble ..."
3921858,B016XTRBIU,4,The ink cartridges work great   I would purchase them again.  They are very easy to install and the packaging is very good. Just as good as HP ink cartridges at a much lower price.
3921859,B016XTRBIU,5,Great directions. Easy install. Will buy again Five Stars
3921860,B016XTRBIU,5,I am always weary about getting knock off ink for our printer but this is better than the real deal!  Will be ordering here every time!  :) ... knock off ink for our printer but this is better than the real deal
3921861,B016XTRBIU,5,Cartridges worked fine. No problems with printing. Five Stars
3921862,B016XTRBIU,5,These work great every time! Will order again. Great value!
3921863,B016XTRBIU,4,colors are fine. Four Stars
3921864,B016XTRBIU,5,"I have an HP Officejet 6500. I ordered the MIROO Replacement cartridges for HP 920XL. I am very happy with my purchase and can say that when these cartridges run out I will definitely order again from this company. The replacement cartridges cost much less than the original product from HP, and they work just as well. I had no problems with leaking, or messes or any type of compatibility issues. They earned the 5 star rating from me! I am very happy with my purchase and can say that when these ..."
3921865,B016XTRBIU,5,"This is my 3rd time buying this for my 6500A.  Works great, and lasts a LONG time! Works great, and lasts a LONG time"
3921866,B016XTRBIU,5,"I initially purchased printer ink from Miroo several months ago and have been very pleased with the quality and price of their product. When it came time to again refill my printer ink, the decision was easy.  So long as Miroo continues to sell a quality product at a competitive price, they will be my go to source for printer ink. Repeat customer"
3921867,B016XTRBIU,5,No problems with the installation.  Recognized by HP Officejet 6500.  Thank you! Perfect!
3921868,B016XTRBIU,5,I had no issues with these cartridges and will order again. Perfect with no leaks or printer errors
3921869,B016XTRBIU,4,These are good quality and a good value! Four Stars
3921870,B016XTRBIU,5,I put them in and it prints. Five Stars
3921871,B016XTRBIU,5,"Just received shipment of this ink for my HP 6500...
Replaced ink and ran a test page.
Perfect!  No problems, NO leaking!
Will d efinately buy again. Now I can print all I want and not have to worry about the cost of ink. The price is a fraction of what I would pay at the store.
Many thanks to MIROO... PERFECT !!"
3921872,B016XTRBIU,5,Works great and you can not beat the cost!! Great value
3921873,B016XTRBIU,1,Not happy at all used the black to make 5 black copies after that stopped working! Very upset
3921874,B016XTRBIU,5,"Good quality, no leakage of inks. Five Stars"
3921875,B016XTRBIU,5,Theyre working great! Five Stars
3921876,B016XTRBIU,4,"this product worked great in my Officejet 6500A, the only thing is I had to override all the warnings from my printer, and just start printing and it worked fine. The price is so much better then other name brands! this product worked great in my Officejet 6500A"
3921877,B016XTRBIU,5,"The first ink cartridges that I have bought that are not HP.s. Tried others either resulted in not working or get an error message on printer.  This will be my go to place to order cartridges in future.

I have continue to have great  printing with the  cartridges I bought. The quality of the prints have been clear and sharp and the colors have been closer to actual colors than the HP products. Thanks again The first ink cartridges that I have bought that are ..."
3921878,B016XTRBIU,5,These are perfect and affordable for my printer. Five Stars
3921879,B016XTRBIU,5,Perfect alternative to the brand name product will definitely purchase again and recommend to friends. Five Stars
3921880,B016XTRBIU,4,"It works.  It prints pretty well.  At first the cyan did not work, but after a bit it started working just fine It prints pretty well. At first the cyan did not work"
3921881,B016XTRBIU,5,"This product is NOT compatible with the HP office jet 6500.  an error message kept popping up ""printhead needs to be replaced or damaged""

Update: they worked with me to resolve the issue and sent me all new cartridges. Great communication. Not recognized by HP officejet 6500"
3921882,B016XTRBIU,5,Miroo replacement cartridge works as well as a brand new one.....even more copies from the cartridges than original cartridges. MIROO REPLACEMENT 920 XL EXCELLENT!
3921883,B016XTRBIU,5,I have no compliants.  Excellent product for the price. Will buy again. I recommend this this product. Excellent product for the price
3921884,B016XTRBIU,1,"My printer would not accept this ink cartridge, with a message stating that it was damaged. I returned it. Did Not Work"
3921885,B016XTRBIU,1,"none of the ink cartridges worked.  I would have returned them, but I missed the return window. One Star"
3921886,B016XTRBIU,1,"Bad product. My printer has stopped working. Very disappointed but didn't try until after return window, so I'm stuck. I took a chance during the Amazon discount offers. Lesson learned. Have gone back to official HP ink cartridges. Hopefully that will fix the issue. Disappointed. Don't take the chance."
3921887,B016XTRBIU,5,"Just simply can't beat the price. Only needed the black cartridge and it's working perfectly with no issues. Just have to make sure you use tissues to dab where the ink comes from, otherwise it has a chance of getting messy like other reviewers have experienced. 10/10 would buy again Great price"
3921888,B016XTRBIU,4,"Horrible color print quality at first! All the colors bleed and run into each other. Okay just for black.

Update 12/12/17: I change the print job properties to Best quality and the print job came out perfect!

Make sure you do an alignment for your print cartridges and check print properties. Worth the price!"
3921889,B016XTRBIU,5,My printer loved this ink. Good job. Five Stars
3921890,B016XTRBIU,5,"Xlnt replacement ink and at fraction of the cost, would buy again. Five Stars"
3921891,B016XTRBIU,5,These cartridges worked great!!  Colors were perfect! First Test Print Photo Below! Great Product - Great Price!
3921892,B016XTRBIU,1,Had to throw the black cartridge out because it wouldn't print.  Colors lasted only a short time.  Think the ink is old.  Going back to the pricier Epson cartridges. Not worth the savings!!
3921893,B016XTRBIU,5,"MIROO is easy to replace and woks perfectly well.
Thanks Five Stars"
3921894,B016XTRBIU,5,Works good Five Stars
3921895,B016XTRBIU,4,"Works well, no problem Four Stars"
3921896,B016XTRBIU,5,"Worked PERFECTLY with my HP.
Ink level indicators work (sometimes don't with other off-brands).
VERY satisfied. VERY satisfied."
3921897,B016XTRBIU,5,Love this product.  Works great. Ink Heaven
3921898,B016XTRBIU,1,Low quality product One Star
3921899,B016XTRBIU,5,Works great and a tremendous savings! Works Great
3921900,B016XTRBIU,1,"I bought this product in July and barely used it since then to print maybe 25 or 30 pages total on my home printer and the cartridge ran out of ink!! A true rip-off. Also, Costco does not refill those; only the original HP products, so I couldn't even do that to extend the longevity of this cartridge. A rip-off"
3921901,B016XTRBIU,5,"Work just like the name brand. Much better value for at home, simple office printing.  Clean your printer head first and they work great. Works great"
3921902,B016XTRBIU,5,Worked well. Five Stars
3921903,B016XTRBIU,5,"This is the first time Ive tried this product it was packaged professionally, it came on time, and it installed and works perfectly! I love it and I am definitely going to order again! I love it and I am definitely going to order again"
3921904,B016XTRBIU,4,We had an issue with it in our printer but they helped us resolve it. Thanks One Star
3921905,B016XTRBIU,5,Not bad for price ink lasts pretty long Cheap replacement
3921906,B016XTRBIU,5,Met all expectations Five Stars
3921907,B016XTRBIU,5,These cartridges work just as well as the hp cartridges. Five Stars
3921908,B016XTRBIU,5,This product is working as a HP original. Five Stars
3921909,B016XTRBIU,5,"Another Super Great Transaction, A Cost Savings for All. Yes Ordered Again
Easy Setup and Instructional. Order your ink today from these Guys. Thanks Again A Cost Savings for All"
3921910,B016XTRBIU,5,Arrived on time and looks good. Five Stars
3921911,B016XTRBIU,5,Cartridges fit perfectly and printer notified that i installed non HP cartridges. It cycled through and printed perfect looking prints. Saved a ton of money and love the product! Buy with confidence. This was used in a an HP Officejet 6500A Plus. It cycled through and printed perfect looking prints
3921912,B016XTRBIU,5,"I have ordered MIROO ink cartridges three times, both home and office. They are as good as ""official"" ink.
The quality is excellent and the price is realistic. From a regular user."
3921913,B016XTRBIU,4,"It came in a package of 3 cartridges, the first one I put in leaked. What a nightmare ! It left blotches on the paper, and ink on my hands. Well it was not a lot of ink, but let me tell you the ink smears and when a little got on to my clothes it it a disaster. It does not come out from my pants and took a few days to come off my hands even with scrubbing. At first I thought I did something wrong. I cleaned and re-inserted the cartrg. Same thing, but I had copies to make so I inserted the next one and that went fine, worked as expected. So far I am on cartg. number two and all is well.

For the price to returning, it is not worth the effort to send back, but the mess that it caused has me thinking twice about cheap ink. I guess it could happen with HP ink ? For me it was not worth any saving. The mess did not outweigh the saving. It may have been just one bad one out of hundreds but the inconvenience and mess was not acceptable.""

Revision  Dec 6th..The seller wrote back and said ""
Thanks for your reply and  giving us the opportunity to rectify the matter.
I have arranged a new set for you (see attach) and you will get it soon,  I also hope everything work great .
Then I very appreciate your help in remove the  review to support us,if you have any problem after received,Please feel free to contact us. I have not tried the newly received cartg., but I appreciate getting replacements. For that they did only what is right and proper. The same treatment I would expect from Staples or any reputable seller. She followed up with a request that I increase the star rating. and I did. This is the request ""Alice again,
 sorry for the bother you.
How the replacement works in your printer?I am afraid you have forgotten to update your review  kindly for our service.
So I am sorry bother you again. It is rather important for us. Would you mind taking 1-2 minutes to remove it.
For the price to returning, it is not worth the effort to send back, but the mess that it caused has me thinking twice about cheap ink. I guess it could happen with HP ink ? For me it was not worth any saving. The mess did not outweigh the saving. It may have been just one bad one out of hundreds but the inconvenience and mess was not acceptable."" but I had copies to make so I inserted the next one and that went fine, worked as expected  Revised Dec 6th..The seller wrote ba"
3921914,B016XTRBIU,4,"There was a some work to get these to function properly since they are not OEM cartridges, but the seller was helpful in provided email directions and it wasn't hard to do.  Seems to print well.  The ink gauge shows only about 2/3 full, but I ma not sure if this is due to less ink or the chip doesn't communicate fully since it is non OEM.  All in all a good value given the significant price difference to OEM.  My old printer has a new lease on life. All in all a good value given the significant price difference to OEM"
3921915,B016XTRBIU,5,I have used these for a couple of cycles now and no problem on my HP Printer Worked like a charm
3921916,B016XTRBIU,5,"Need a good black ink replacement cartridge? Look no further than this seller. I ordered two or three of these items. They arrived in 2 days as offered. I followed instructions in the package. I installed them properly. Viola!! I cannot tell you how pleased I am with the use of this item.
Thanks! Best black printer ink for your HP Officejet 6500 Wireless"
3921917,B016XTRBIU,4,"Works great, arrived on time and easy to install. Good HP replacement,"
3921918,B016XTRBIU,5,"Work just like hp but for significantly less.
Still comes up with a message non- hp product., I just acknowledged and move on. Now I can save my arm and leg for the tax man and not HP. Great low price product!"
3921919,B016XTRBIU,5,I like it Five Stars
3921920,B016XTRBIU,5,Product is just like Oem and works great! Five Stars
3921921,B016XTRBIU,4,"It is not working now.  I might have used this to print may be 20-30 pages.  The print is not clear at all especially black.  Color prints very light. After cleaning the printerhead, the cartridge is working good. Five Stars"
3921922,B016XTRBIU,5,"Received their ink and installed in my HP 6500 printer. No issue, no problems.  Working fine.
Certainly will be buying again.  People who have issues are doing something wrong, IMHO.
They have plenty of ink.
This is what the HP cartridges should be. Working great and price point is awsome.  Goodby HP ink."
3921923,B016XTRBIU,5,"Great product, fits well and ink quality is beyond my expectations. Overall great product. Would buy again!"
3921924,B016XTRBIU,5,"GREAT ink ...works perfectly in my HP printer, even though HP occasionally reminds me that they are not ""official"" HP cartridges. Ha, Ha, I have been using these for a long time and they do very detailed precision printing without fail ... Love the cartridges; they work perfectly"
3921925,B016XTRBIU,5,So far so good. Works in my printer and estimates ink left. How long it will last only time will tell. So far so good
3921927,B016XTRBIU,5,"So far, so good.  Just replaced the ink cartridges two days ago and have had no problems since I cleaned the printer head. It was a little bit messier as a couple ink spots dropped out.  However the price of these cartridges outweighed a couple ink spills. So far, so good"
3921928,B016XTRBIU,5,"This product is exactly the item I was needing. I have a business I'm trying to get off the ground so I've limited myself on the amount of money I spend. My printer's ink cost over $40 just for black ink. There was no way that I could afford it. Your ink was definitely within budget, so I thought I'd give it a try. It has proven to be a smart decision. This product is absolutely worth purchasing! Thank you. This ink is worth buying!!"
3921929,B016XTRBIU,5,Great product Five Stars
3921930,B016XTRBIU,5,"this product arrived much sooner than expected and I'm 3000 miles away from where it shipped, not only does it fit the printer perfectly the printer reads it as if it is a genuine HP product. you can't beat the price and you can't beat the customer service thus far. I would highly recommend the product and the company. exceeded all expectations"
3921931,B016XTRBIU,5,As good as the OEM.  Will purchase again. Five Stars
3921932,B016XTRBIU,5,They work great! Five Stars
3921933,B016XTRBIU,5,Works great so far! Will buy again when I need more ink. Happy with purchase. Five Stars
3921934,B016XTRBIU,5,"Installed easy, worked perfectly
Installed in HP6500A Plus printer. Installed easy, worked perfectly Installed in HP6500A Plus printer"
3921935,B016XTRBIU,5,Product worked perfectly and fit my printer as promised Worked perfectly
3921936,B016XTRBIU,5,Very good replacement...printed about 10 pictures in color and no problems.. Good product
3921937,B016XTRBIU,5,Best buy for printer ink. Five Stars
3921938,B016XTRBIU,5,"prints well, but the printer recognizes that they are not original and displays a warning message every time and you have to try it more than once so that you can print prints well,"
3921939,B016XTRBIU,4,Have only used 1 color so far an d quality is very good Good so far
3921940,B016XTRBIU,5,Works fine in my printer Five Stars
3921941,B016XTRBIU,5,It is a great price. The ink last much longer than I had expected. Will be ordering again. Five Stars
3921942,B016XTRBIU,5,"Received the product on schedule and very pleased with the product, it is as good as other like products at a much better price! Received the product on schedule and very pleased with the product"
3921943,B016XTRBIU,5,received it quickly! the cartridges were full and work with no issue. works just fine for me!
3921944,B016XTRBIU,5,This is my second time ordering this ink. The first batch worked perfectly. I installed one of the black ink cartridges yesterday from the new pack I got and its working fine so far. Highly recommend this cost-effective ink! Works perfectly
3921945,B016XTRBIU,5,"so far so good, still didn't try color print. Good value for the price. Hope lasts a bit. Five Stars"
3921946,B016XTRBIU,5,"I refurbished the print head (full five minute per nozzle hot water flush / reverse flush process), dried the ports then installed these cartridges and a really blocked print head became a thing of instant and inexpensive joy. Cartridges read the chips as full and 6500a printed flawlessly. Would certainly buy again. The print head with these inks, is working so well now that I was able to adjust the ink volume lower. Great Pricing - Flawless Printing - First Time User"
3921947,B016XTRBIU,5,"great quality, only thing is that my printer recognizes that the cartridges are not hp and gives me an annoying prompt every time that I start my printer. perhaps future cartridges can fool the printer? great quality, only thing is that my printer recognizes ..."
3921948,B016XTRBIU,1,Says it is compatible with HP 6500 but it won't work. Printer says it's not compatible. One Star
3921949,B016XTRBIU,2,"I ordered these for my home office printer hoping to save a little money over the HP originals.  The color cartridges worked ok, but the black cartridge smudged from nearly the first use.  Cleaning the machine, checking the installation of the cartridge, etc. did nothing to help.  The black and white print quality was unacceptable.  I had to order OEM originals way before these ran out to ensure that what I send to clients and others looks professional.  Very disappointing. Very Disappointing"
3921951,B016XTRBIU,5,Replacement working well for me. Five Stars
3921952,B016XTRBIU,1,It's not a good substitute. It didn't last long. I'll never buy this product again! One Star
3921953,B016XTRBIU,5,Worked perfect! Thanks! Five Stars
3921954,B016XTRBIU,5,"The print states that the cartridges are not HP but once you override the warning they work just fine! So much cheaper too, I may need to order more soon just to keep some backups. Works just like the regular ones after you confirm they are not HP with the printer"
3921955,B016XTRBIU,5,"order was received on time and worked as advertised , very pleased with these cartridges. very pleased with these cartridges"
3921956,B016XTRBIU,5,Was amazed at how well this ink worked for the low price. Five Stars
3921957,B016XTRBIU,5,I needed ink... so I ordered ink... and now thanks to MIROO... I have ink.  Five Stars
3921958,B016XTRBIU,5,I bought the wrong size. Five Stars
3921959,B016XTRBIU,5,Came on time and works great in a printer that has given me numerous problems with other cartridges.  My new go to for replacement ink. Came on time and works great in a printer that has given me numerous problems ...
3921960,B016XTRBIU,5,Ink is great! Arrived timely I'm still printing with the first set of cartridges. Great ink!
3921961,B016XTRBIU,5,"First time ordering this ink.  Price point was great.  Had a bit of a slow start getting the colors to come together but after a few test pages and a printer head cleaning/test cycle or two everything looks great!

HP is not happy and notes the ""unauthorized ink"" but I DO get ink level reporting and functionality, given the chip inclusion--for $60 less!!!

Nice to know where to get reasonably priced non-OEM (OEM criminals!--see FTA) replacement ink cartridges.

MIROO will be my Ink source from now on. MIROO will be my Ink source from now on."
3921962,B016XTRBIU,1,These are terrible.  Less than 5 pages printed and they have started to behave like empty cartridges.  When they do print they are sloppy and print blurry letters. Don't Do It.
3921963,B016XTRBIU,5,They work well Five Stars
3921964,B016XTRBIU,1,"Absolutely not compatible wth the officejet 6000. Printer does not recognize the yellow one, and the black one does not work. I removed them and replaced them with the original HP ink and that one worked fine. I guess it may work depends on your printer but did not work on mine. Wasted my money and now since it's already been opened i can't return it. I removed them and replaced them with the original HP ink and that one worked fine. I guess it may work depends on your ..."
3921965,B016XTRBIU,5,Gone are the days of paying 50-60 dollars for replacement printer ink!  This ink works identically to  the HP ink that I used to buy for a fraction of the price.  Try it once and you'll be hooked! Gone are the days of paying 50-60 dollars for replacement ...
3921966,B016XTRBIU,5,"Glad there is an alternative that works well.  Used HP Cartridges for years paying the high price and in some cases the ink was gone in no time or dried up when inserting.  However, when using Mirco Cmpatible, I get two warning notices clicking OK before it prints my page.  HP does not like it but I can't afford marginal quality at their high prices.  This is a very old model, you would think they would give us a break. A Nice Alternative"
3921967,B016XTRBIU,5,The ink cartridges I ordered work great!  I can't tell the difference between them and the  manufacturer's ink except the price. Will buy again
3921968,B016XTRBIU,5,Ink works great! Five Stars
3921969,B016XTRBIU,4,"Great deal for printer ink. My HP printer keeps telling me I do not have official hp ink installed, but I am able to print without a problem. The only issue so far is that my first yellow cartridge stopped working even though there was still ink in it so I had to switch it out. Great deal"
3921970,B016XTRBIU,5,These came on time with clear instructions for replacement.  I especially appreciate the affordability! Five Stars
3921971,B016XTRBIU,4,"Works great for me. Fit fine, printed good as well. No complaints here. Save money, I did"
3921972,B016XTRBIU,4,"Can't complain. Cheap and works fine. Beats the heck out of paying over inflated HP's by a mile. Great deal, works fine"
3921973,B016XTRBIU,5,I have tried different after market Cartridges before.  To my surprise this one is REALLY GOOD.  Hope it lasts.  Definitely recommend it. This one really works good.
3921974,B016XTRBIU,5,Works well in Hp 6500a Five Stars
3921975,B016XTRBIU,1,This ink actually broke my perfectly working printer.  It ruined the software on it and it stopped working.  I had to buy a new printer because I was trying to save money on ink!  DO NOT BUY!!!!!! This ink actually broke my perfectly working printer. It ...
3921976,B016XTRBIU,5,Awesome and I can see the ink so I can really gage when it's empty. Great Idea!!!!! Awesome
3921977,B016XTRBIU,5,Good Product Five Stars
3921979,B016XTRBIU,5,Work great Five Stars
3921980,B016XTRBIU,5,They worked alot better then the ones we got from another company. We will be purchasing again when the times comes to refill! Great Product.
3921981,B016XTRBIU,5,Great Product. Worked Great
3921982,B016XTRBIU,4,FastDelivery very satisfied with results Four Stars
3921983,B016XTRBIU,5,"works great, and great price too! Ink Cartridges"
3921984,B016XTRBIU,5,Great replacement cartridges!  I had been buying the manufacturer's cartridges -- very costly and they never lasted.  I am very pleased with this purchase and will be a return customer in the future. Great Service -- needed these ASAP and got them quickly.
3921985,B016XTRBIU,5,GREAT PRODUCT AND SUPER GREAT PRICE!!! Five Stars
3921986,B016XTRBIU,5,"No problems, great value. Great value. Will buy again."
3921987,B016XTRBIU,5,"Have installed and the inkjet Cartridges work well, thank you. Four Stars"
3921988,B016XTRBIU,5,I gave 5 stars to this product but I really did not get the chance to try it. My printer had other issues and I ended up dumping it. Nice packed product
3921989,B016XTRBIU,1,Ink did not work for my HP printer. Caused a malfunction with printer head and damaged my printer. Had to buy a whole new printer. Horrible product
3921990,B016XTRBIU,5,"The color cartridges have worked great. However, having difficulty with the black. I contacted customer service and they once again came through. Great value for the price. Need help with black ink."
3921991,B016XTRBIU,1,"I am a bit dissapointed with the performance of this ink(yellow).  I can understand the colors are not as sharp as hp 920.
However, it leaves a streak of yellow across the center of photo print on photo paper. So I cannot use this ink when
printing on photo papers. Yellow ink bleed on photo paper."
3921992,B016XTRBIU,1,"I asked for replacement cartridges for my HP 6968 printer and this product stated it would work.  Price was great, but my HP does not accept the cartridges.  BEWARE as this is false advertising. False advertising"
3921993,B016XTRBIU,5,"Ink Cartridges are so expensive if you buy them from the manufacturers of the product you are using.  Even at Costco, they want the original empty cartridges to get a good deal for new cartridges.  I kept looking online via Amazon until I found MIROO Campatible Ink Cartridge Replacement at a price I can reasonably pay.  I ordered it and even if I paid for postage I received the product, installed them in my HP printer and they work just as fine and perfectly as the original cartridges.  I highly recommend this product to those who need compatible cartridges for their printers.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/MIROO-Compatible-Ink-Cartridge-Replacement-for-HP-Ink-Cartridges-920-High-Capacity-Compatible-with-HP-OfficeJet-6500a-6500-6000-7500a-7500-7000-Inkjet-Printers-Pack-of-4/dp/B016XTRBIU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">MIROO Compatible Ink Cartridge Replacement for HP Ink Cartridges 920 High Capacity Compatible with HP OfficeJet 6500a 6500 6000 7500a 7500 7000 Inkjet Printers ( Pack of 4 )</a>[[ASIN:B016XTRBIU MIROO Compatible Ink Cartridge Replacement for HP Ink Cartridges 920 High Capacity Compatible with HP OfficeJet 6500a 6500 6000 7500a 7500 7000 Inkjet Printers ( Pack of 4 )] MIROO Compatible Ink Cartridge Replacement"
3921994,B016XTRBIU,5,Perfect replacement ink source at a great price. Worked really well in my HP inkjet HP inkjet replacement ink
3921995,B016XTRBIU,5,"These cartridges are working fine, no leaks, no problems and the printouts are great. What a savings, we saved about $50.00 over HP ink! Worked great right out of the package."
3921996,B016XTRBIU,5,Finally a supplier where the ink isn't dried up and needs to be primed!  Good product Good
3921997,B016XTRBIU,5,"Great value, works fine - my printer says that a non-HP ink cartridge was installed, but it doesn't prevent the ink from working.  I would purchase again in the future. Great value, works fine - my printer says that ..."
3921998,B016XTRBIU,5,Work great.  No issues. Five Stars
3921999,B016XTRBIU,5,The Miroo ink cartridge works just as well as the original cartridges! I have saved lots of money! I have already re-ordered! Excellent replacement cartridges!
3922000,B016XTRBIU,5,"Great price, excellent customer service. Will purchase 2 next time. Please update my email, is not jkeys@tustinbuick.com any more. New is jimandruthie8@gmail.com
Thanks What a great deal!"
3922001,B016XTRBIU,5,"Why pay over $50  for Ink.  The print quality is the same, you can actually see the levels of the ink and they fit as expected. Wow!"
3922002,B016XTRBIU,4,"Seemed to take a few days for the printer to recognize that it had ink again, but has now been working seamlessly for months! Functional at a great price"
3922003,B016XTRBIU,5,Prompt delivery.  Ink cartridges installed with no problems and created nice clean prints. Ink cartridges installed with no problems and created nice clean prints
3922004,B016XTRBIU,5,Great product at a great price and a company that follows up to make sure you're happy. Great product and price.
3922005,B016XTRBIU,1,WASTE OF MONEY do not buy 2 out of the six cartridges worked the black leaked al over thanks for the stains!  what a joke I repeat DO NOT WASTE YOUR MONEY WASTE OF MONEY
3922007,B016XTRBIU,4,"Can't beat the price, but it's definitely annoying that I have to tell the printer to clean the printhead every single time I go to print.  If I don't have it clean the printhead, the ink appears blurred or missing.  As soon as I clean the printhead, it prints perfectly (for a few minutes, then I have to clean the printhead again).

The company did send me a complimentary replacement which is working fine, so I bumped my review to 4 stars instead of 3. Constantly Cleaning the Printhead"
3922008,B016XTRBIU,1,"They did not work at all in my HP6500A printer.

When I needed them my printer rejected them with an error message saying ""please insert ink cartridges""

So I went to a local Staples and got HP 920 carrridges and they worked just fine. But they were about 4X the price.

Shame. You get what you pay for"
3922009,B016XTRBIU,5,"I love the quality, I love the brightness, I love the price, I love their customer service. Excellent product!"
3922010,B016XTRBIU,5,The ink cartridges work well in my printer. Five Stars
3922011,B016XTRBIU,1,The Magenta cartridge was damaged and would not work in the printer. Unfortunately did not find this out until after the return date. Buyer beware and check the product as soon as you receive it. The Magenta cartridge was damaged and would not work in ...
3922012,B016XTRBIU,5,Uhh - these things are amazing. Not gonna play your game anymore HP! Yup - These ROCK!
3922014,B016XTRBIU,5,I got the toners on time and they are working very nicely in the printer.  I would definitely purchase again. ... the toners on time and they are working very nicely in the printer
3922015,B016XTRBIU,5,"The printer gave me warnings that this wasn't an HP product, but it worked well Ignore the printer warning"
3922016,B016XTRBIU,5,Stuff received as expected. They do care about customer satisfaction. Good service
3922018,B016XTRBIU,5,Worked at the first time. Greattt! . a&ntilde;os veey nice price a&ntilde;os veey nice price
3922019,B016XTRBIU,5,"It's been more than a month I have been using this cartridge and it's simply great! I'm amazed at the cost saving this offers. Previously I had either used HP ink cartridge or some other cheaper cartridge which typically had compatibility issues where the printer would not recognize the ink and would not show the ink status. With this product, however, not only does this work great, my printer recognizes the ink and shows me the ink status. Very glad that I decided to buy this and will buy it again the next time! Superb cost savings!"
3922020,B016XTRBIU,5,"No problems, as described. Five Stars"
3922021,B016XTRBIU,5,Fast service with my prime membership and worked like a charm! Great deal!
3922022,B016XTRBIU,5,"Excellent product. I've used these again and again with no problems whatsoever. Actually, they seem to last longer than HP brand. The service is excellent as well. Excellent product. I've used these again and again with ..."
3922023,B016XTRBIU,5,"Hi Alice, I purchased Miroo ink few weeks ago. The ink are great, I have no problem at all . This is a good product, I'll recommend your brand name to friends for sure. The ink are great, I have no problem at all"
3922024,B016XTRBIU,1,This ink is horrible could barely see any of the colors One Star
3922025,B016XTRBIU,5,Always delivered quickly and packaged well!!  I will order again!  Thank you! Five Stars
3922026,B016XTRBIU,4,"When I first used these cartridges the colors looked washed out.  The company saw my review, contacted me immediately and suggested a fix - making sure that the air pressure in the cartridge was correct - and easy fix.
After doing that the quality improved greatly, and the colors were much more faithful, and of course, with photo-paper the colors were rendered even better.
I am using an HP Officejet 6500 E709N, and I am sure that the printer has its limitations and contribute to the outcome - so your experience might even be better.
These are a very good less expensive alternative to the OEM cartridges. And as a bonus the customer service was great. Very good replacement cartridges at a very good price."
3922027,B016XTRBIU,5,They work great what a value ! Will order every time !! Ink cartridges
3922028,B016XTRBIU,5,I was very impressed with this product considering how inexpensive it was! Five Stars
3922029,B016XTRBIU,5,LOVE this ink company! Makes printing at home as a teacher AFFORDABLE! Will definitely be ordering again! Five Stars
3922030,B016XTRBIU,5,"works just like if not better than the authentic HP ones, for a fraction of the price. Highly recommend. Five Stars"
3922031,B016XTRBIU,5,Works great and great price Five Stars
