,asin,overall,review
1398548,B001DKMZ3G,5,Love them Five Stars
1398549,B001DKMZ3G,5,very good deal for the price. in my area this is $3 less then in the brick and mortar stores. Pencils have the name written on them which is helpful and the pencils don't break easy from use or sharpening. great set for coloring
1398550,B001DKMZ3G,5,great deal kids love them Five Stars
1398551,B001DKMZ3G,5,Gift Five Stars
1398552,B001DKMZ3G,5,I liked these pencils so much I bought another package to use. Five Stars
1398553,B001DKMZ3G,2,color not intense enough OK for kids Two Stars
1398554,B001DKMZ3G,5,Just what I need Thank you
1398555,B001DKMZ3G,5,This has a large variety of color shades compared to most. Five Stars
1398556,B001DKMZ3G,4,Box Came ripped Four Stars
1398557,B001DKMZ3G,5,Service and product is great. Five Stars
1398558,B001DKMZ3G,5,Nice product Five Stars
1398559,B001DKMZ3G,5,Christmas Gift Five Stars
1398560,B001DKMZ3G,5,These color pencils are great for pencil coloring! Easy to shade and blend . I have purchased several for friends who are recovering from surgery or illness to pass time and if course I sent them color books and a sharpener so they could get started right away! Beautiful pencils and the price is right!
1398561,B001DKMZ3G,5,My roommate loves to draw to relax. Colored pencils for art
1398562,B001DKMZ3G,4,"Nice pencils but for as many colors as there are, they're missing a good dark brown and a couple of other colors that would make it well-rounded. I also wish the metallic gold pencil was more metallic. Pretty good"
1398563,B001DKMZ3G,5,Very nice coloring pencils.  What an impressive gift these will make! Five Stars
1398565,B001DKMZ3G,4,good Four Stars
1398566,B001DKMZ3G,5,Nice Five Stars
1398567,B001DKMZ3G,5,"pencils color selection is very good. the 'lead"" is just the right texture for great coloring! Five Stars"
1398568,B001DKMZ3G,4,geart set Four Stars
1398569,B001DKMZ3G,5,Nice bright colors and fluid color. Even beautiful color every time. These are great and work really well in a variety of applications. Nice color
1398570,B001DKMZ3G,5,"great quality, lots of nice colors great selection"
1398571,B001DKMZ3G,2,These are ridiculously small...I normally wear an 18/20 and could not get these past my hips.  The material is nice so I gave them the 2 stars. Not plus size
1398572,B001DKMZ3G,4,item was a gift Four Stars
1398573,B001DKMZ3G,2,Very poor quality Two Stars
1398574,B001DKMZ3G,5,Great deal on these pencils!!! Five Stars
1398575,B001DKMZ3G,4,Not the greatest brand but a good budget brand! Great budget brand!
1398576,B001DKMZ3G,5,"Requested by grandson.  Daughter told a friend I probably bought him a set of 500; told her no, just a 1/10 of it.  I opened the box and loved the different colors I saw.  He will enjoy.  Prompt delivery. Nice set."
1398577,B001DKMZ3G,4,They did the job! Four Stars
1398578,B001DKMZ3G,5,"Arrived quickly, great price. great price."
1398579,B001DKMZ3G,5,Great for the price. Five Stars
1398581,B001DKMZ3G,5,Nice set even for a beginning Adult colorer. Five Stars
1398582,B001DKMZ3G,5,Excellent pencil st an outstanding price! Excellent
1398584,B001DKMZ3G,5,Love them! Five Stars
1398585,B001DKMZ3G,5,Granddaughter loves them. Five Stars
1398586,B001DKMZ3G,4,will be given in x-mas present Four Stars
1398587,B001DKMZ3G,5,"Fast shipping and as described, will go great with new coloring books. Can't wait to use! Great Christmas presents! Best price! High quality!"
1398589,B001DKMZ3G,5,These pencils are great. Good quality and bright colors. You don't have to press really hard to get good solid coverage. I will be ordering more of these. I just wish they came in bigger packs. Great Quality and Great Price
1398590,B001DKMZ3G,1,Box came destroyed. Bad packaging
1398591,B001DKMZ3G,2,"Very very dull, color barely shows. Disappointing Two Stars"
1398592,B001DKMZ3G,5,Great pack of colored pencils for my grandson to start drawing with. Great pack of colored pencils for my grandson to start drawing with.
1398593,B001DKMZ3G,5,Great colors and tips hold up well. Five Stars
1398594,B001DKMZ3G,5,This is a Christmas gift and has not been tried. Five Stars
1398595,B001DKMZ3G,5,great Five Stars
1398596,B001DKMZ3G,5,Awesome Set Has Great Colors!! Five Stars
1398597,B001DKMZ3G,5,"Item as described, good transaction. good transaction."
1398598,B001DKMZ3G,4,needs a sharpener Four Stars
1398599,B001DKMZ3G,5,My son got these for his birthday and they are quite nice! Nice!
1398600,B001DKMZ3G,5,this is a git Five Stars
1398602,B001DKMZ3G,2,Do not like round shaped pencils.  Tendency to break off tips after sharpening. Two Stars
1398603,B001DKMZ3G,5,Great!!! Five Stars
1398604,B001DKMZ3G,5,Very nice set Very good quality
1398605,B001DKMZ3G,4,"This set has gold and silver pencils!  I've been coloring with smaller count sets and/or old colored pencils left over from my kids' school days! Thes pencils seem to be good quality altho a couple had broken tips.  For the price, I'm happy to have a large range of colors. Nice set and it has a gold and a silver!"
1398606,B001DKMZ3G,5,Good pencils for a good price. Five Stars
1398607,B001DKMZ3G,4,"Very nice colors are included. I wish I would have gotten 50 different colors instead of 2 of every color. Needs a stronger package. The cardboard is very unsupportive. I got a storage container for me. When I received them ,the pencils were all ove the box. However, they work well and cover the page nicely. Please do not pass these pencils by just because of bad packaging. Very nice colors are included"
1398608,B001DKMZ3G,4,plenty of colors but not dark enough Four Stars
1398609,B001DKMZ3G,1,Terrible package....pencils all mixed up and fell out of package....would not buy again. One Star
1398610,B001DKMZ3G,4,Lots of colors Four Stars
1398611,B001DKMZ3G,5,Reliable quality pencils.  Great price. Great price.
1398612,B001DKMZ3G,5,Lucky to get these as a lightning deal.  Great product.  Outstanding price.  Perfect Advent/ Christmas gifts. Happy to have!
1398613,B001DKMZ3G,5,Great Five Stars
1398614,B001DKMZ3G,5,Beautiful pencils.  Very smooth. Five Stars
1398615,B001DKMZ3G,4,For 50 pencils not many color options. Colors all very similar. Ok
1398616,B001DKMZ3G,4,Seem pretty nice. Wishing some of the basic colors where more closely related. But only used once so far to help my son with a school project that required family participation. Debating it it's worth the price. Nice pencils
1398617,B001DKMZ3G,5,Thought this would be a great gift Never received
1398618,B001DKMZ3G,5,"These are very nice pencils. I haven't had a lot of opportunity to use them, but I can't wait to make time. I also bought these along with adult coloring books as gifts. These are very nice pencils. I haven't had a lot of opportunity ..."
1398619,B001DKMZ3G,5,came as described. great condition great
1398620,B001DKMZ3G,4,Seems to be as promised for a fair price. Every color you'd need !
1398621,B001DKMZ3G,4,they are nice Four Stars
1398622,B001DKMZ3G,5,THESE PENCILS ARE PERFECT! THEY WERE JUST DELIVERED AND I AM ALREADY TRYING THEM OUT! THE COLORS ARE AN EXCELLENT AND THE CHOICES ARE MANY. THE COLORS APPLY VERY WELL TO PAPER AND DONT SMEAR IN ANY WAY! PERFECT FOR DRAWING AND SKETCHING......THANK YOU! SARAH WURM ROSSI THESE PENCILS ARE PERFECT! THEY WERE JUST DELIVERED AND I AM ALREADY ...
1398623,B001DKMZ3G,5,Good quality for a good price Colored pencils
1398624,B001DKMZ3G,5,"These color fantastic, I love them! Amazing pencils."
1398625,B001DKMZ3G,2,Colours don't layer on top of one another like other pencils do. White doesn't show up at all because of this. Colours don't layer on top of one another like other pencils do
1398626,B001DKMZ3G,5,my kids love to colour.  We have the Crayola pencil crayons..  and we've seen some blackfriday sale for a 24 to 30 pack..  but this is far cheaper. my kids love to colour
1398627,B001DKMZ3G,5,great! Five Stars
1398628,B001DKMZ3G,5,Great quality with a lot of color. Very smooth on paper. Great quality
1398629,B001DKMZ3G,5,bought multiple ses for gifts Five Stars
1398630,B001DKMZ3G,5,I love these Sargent pencils. They are long and easy to hold. They color very smoothly. No dragging.  Easy to sharpen in the Prismacolor Scholar sharpener. Love these!
1398631,B001DKMZ3G,4,"look really special, haven't had a chance to use them yet Four Stars"
1398632,B001DKMZ3G,5,GREAT COLORS COLORING PENCILS
1398633,B001DKMZ3G,4,Wish the names of the colors were listed on the side of the pencil for memory... otherwise bust out your rubber bands to group colors for a page you are working on and can't finish Great buy.... no color names
1398634,B001DKMZ3G,4,Good accessory for the adult coloring books I got for my granddaughter. The whole family got involved. Good accessory for coloring books for those beyond 4th grade.
1398635,B001DKMZ3G,5,I love to draw. I go through pencils like there is no tomorrow. This inexpensive package of pencils had many colors and the leads are soft enough to draw deep rich colors. 50 colors for few dollars? sign me up!
1398636,B001DKMZ3G,5,So many different color to choose from.  My daughter just love them.  I love the price. My daughter just love them. I love the price
1398637,B001DKMZ3G,5,"Good quality; excellent selection of what would be called ""natural hues"". Five Stars"
1398639,B001DKMZ3G,4,"Very nice quality pencil, the colors are a little mismatched, for example the olive green is more of a bright lime green. My biggest beef is the duplicates; two blacks and two whites, perhaps more, but those are the two I've found this far. I'd rather have a couple more shades of, say the red color spectrum, than duplicates, but I'm still very happy with this purchase. Has duplicates"
1398640,B001DKMZ3G,5,"Purchased for a Christmas gift, but they appear to be top quality & I love the assortment of colors. but they appear to be top quality & I love the assortment of colors"
1398641,B001DKMZ3G,5,They're great. Five Stars
1398642,B001DKMZ3G,1,Pencil box was open and there were only 42 colored pencils out of the 50. Missing pencils
1398643,B001DKMZ3G,2,The colors are too faint for me. Rather use markers.
1398645,B001DKMZ3G,4,Nice colors but some do not match their name or color of the exterior shade.. Not all correct.
1398646,B001DKMZ3G,5,Great pencils - great value! Highly recommend this item! Great product!
1398647,B001DKMZ3G,4,Love these pencils.  Bought them for my adult coloring book. Four Stars
1398648,B001DKMZ3G,5,love them! beautiful colors! Five Stars
1398649,B001DKMZ3G,5,New colored pencils for the adult coloring book. Five Stars
1398650,B001DKMZ3G,5,SUPERB SET OF PENCILS THAT WILL LAST ME AQ LONG TIME!  FIRST RATE! Five Stars
1398651,B001DKMZ3G,5,great set of colored pencils! Five Stars
1398652,B001DKMZ3G,5,Christmas gift Five Stars
1398653,B001DKMZ3G,5,Gift Five Stars
1398655,B001DKMZ3G,5,sharp color
1398656,B001DKMZ3G,5,I like these pencils. But they aren't as bright in color as I would like while using. But they are great for starter pencils. I like these pencils
1398657,B001DKMZ3G,5,Love them Five Stars
1398658,B001DKMZ3G,1,Box was damaged and pencils disorganized. Completely unacceptable. Damaged Box
1398660,B001DKMZ3G,1,"I got the pencils with several other items. The box was open, they scattered all over the larger box and 7 of the pencils were missing. missing product"
1398661,B001DKMZ3G,5,Nice set with a great variety of colors for me to use with my adult coloring books great for someone into casual coloring
1398662,B001DKMZ3G,4,I love all the amazing colors it has!!! Four Stars
1398663,B001DKMZ3G,5,"Adults and children alike are happy with these. I color with them, the grandchildren like them, and they are helpful for people taking Anatomy and Physiology classes. They make shading so much fun.  I have not heard one complaint yet. Great colors"
1398664,B001DKMZ3G,5,CHRISTMAS GIFT COLOR YOUR BLUES AWAY
1398665,B001DKMZ3G,5,"Very nice, as expected. Five Stars"
1398666,B001DKMZ3G,5,Super ok Five Stars
1398667,B001DKMZ3G,5,Love them. Ordered a couple for gifts and one for myself.  Thanks you. Five Stars
1398668,B001DKMZ3G,5,High quality coloring pencils.  Recommended Five Stars
1398669,B001DKMZ3G,5,Decided to buy because my son stole all my Crayola brand colored pencils. I an not an artist so all I can tell you is that they do what I need them to do. Good amount for the price.
1398670,B001DKMZ3G,5,Good value! Five Stars
1398671,B001DKMZ3G,5,The items arrived on time and as promised Five Stars
1398673,B001DKMZ3G,5,nice pack Five Stars
1398674,B001DKMZ3G,5,Nice pencils. Five Stars
1398675,B001DKMZ3G,4,"they seem very nice, but very poor packaging, when i received them they were all scattered across the box with other items in it, and they wouldn't really fit right inside the box after i rearranged them all good prodcut, bad packaging"
1398676,B001DKMZ3G,5,Very nice and the way it glides across paper. My husband will love them. Smoothe and silky
1398677,B001DKMZ3G,1,"Because of the good reviews, I was hoping for a great set of coloring pencils but was disappointed. You do get 50 pencils however there are 2 blacks and 2 whites and 10 different shades of green and 9 different shades of blue. There is no true purple but there are 3 different shades of violet. There are 3 shades of red, 3 of orange, 4 of yellow, 3 of pink, 4 of brown, 4 skin tones, 1gray, 1 silver and 1 gold. If you are going to put 50 coloring pencils together, at least have a wider variety of colors and don't double up on a couple of the colors. I don't really care for how they color either. The colors are not all that vibrant. Here's hoping PrismaColor has a great sale at some point. ;) Needs a better variety of color"
1398678,B001DKMZ3G,4,"Colours are somehow uninspiring and not ""punchy"" enough, but quality product nonetheless. Four Stars"
1398679,B001DKMZ3G,4,"Great starter set for my first foray into the world of adult coloring books, and the value for the price was huge! Now that I'm hooked,  just may need to upgrade for more colors but very happy with this Great value"
1398680,B001DKMZ3G,4,great price Four Stars
1398681,B001DKMZ3G,5,"Great pencils, I bought them for my grandchildren with coloring books for Christmas.  They always use mine so, I decided to buy them their own. Great pencils and price with lots of colors."
1398682,B001DKMZ3G,2,The colors are way too similar. I'd upgrade to less colors in a better brand. You actually will get more differentiated colors. Colors too similar
1398683,B001DKMZ3G,5,My grandchildren love these Nice
1398684,B001DKMZ3G,2,Poor color payoff. Two Stars
1398685,B001DKMZ3G,5,Great colored pencils. They seem to last a long time even though you sharpen them a lot. Great colors and easy to use. Colors Galore
1398687,B001DKMZ3G,5,Nice pencils good amount. Colors are grest Great
1398690,B001DKMZ3G,5,"Great Colors at a great price.  They are a good quality Pencil, bright colors. Well Made"
1398691,B001DKMZ3G,5,love Five Stars
1398692,B001DKMZ3G,5,Lots of great colors. They will be perfect for an upcoming project. Nice
1398694,B001DKMZ3G,2,You get what you pay for. The quality of these pencils are sub par. Wishing I'd forked out a little extra cash for better quality. The pencils are extremely light no matter how hard you press or how many times you go over the same spot. Not great.
1398696,B001DKMZ3G,5,my mother in law loves them. she does adult coloring gift for mom
1398697,B001DKMZ3G,4,"These are great. I bought these to accompany my
coloring book and I like using them. Good Color Pencils"
1398698,B001DKMZ3G,5,Received quickly and good product Good product for good price
1398700,B001DKMZ3G,5,Great colors that blend nicely Five Stars
1398701,B001DKMZ3G,5,"Great product, great price! Five Stars"
1398702,B001DKMZ3G,4,"I really like this set, especially for the price. But the colors aren't exactly what you would expect. For example, ""peach"" looks more like a bright tan. For some reason, there are two ""white"" pencils, and there are tons of shades of brown and green. It would be nice to have a wider selection of reds and blues, for example. Also, the package came open during shipment and the pencils spilled out into the box, breaking a lot of the tips so they had to be sharpened immediately. So you won't be storing the pencils in the box it comes in. Overall, a good value for the price paid. A nice selection of colors"
1398703,B001DKMZ3G,5,"Great colors and quality! I bought these as a gift, and the recipient was super happy with them. Five Stars"
1398704,B001DKMZ3G,1,I think these were so inexpensive because they are rejects. I ordered 3 boxes and the names of the colors are the same but the colors are not even close to each other from box to box. The red looks brown in one box. The tips were broken on several of them Poor Colors
1398705,B001DKMZ3G,1,"Product arrived in pieces, fallen out of the mangled box.  This was supposed to be a Christmas gift.  Thoroughly disappointed. Thoroughly disappointed."
1398706,B001DKMZ3G,2,"I was really excited to see this product at such a great price, but upon arrival, I was disappointed to see the box opened and the pencils loose and rolling around with the other items I had ordered. Several were broken. I ordered these for my personal use, since my children had put my other set to use at school, and am disappointed to say that these are going straight to the crayon/marker/pencil box for the kids. ... really excited to see this product at such a great price, but upon arrival"
1398707,B001DKMZ3G,5,Great product especially considering the price value ratio. Five Stars
1398708,B001DKMZ3G,4,Great colored pencils. I love them. Great colored pencils
1398709,B001DKMZ3G,1,They work less than crayola brand One Star
1398711,B001DKMZ3G,5,They worked great! Five Stars
1398712,B001DKMZ3G,1,Not dark or vibrant colors needed for adult coloring. Colors not vibrant.
1398713,B001DKMZ3G,1,Only came with 30 pencils. Missing half the pencils
1398714,B001DKMZ3G,5,Ups delivered to a under construction part of the house (called it a rear door) instead of the main door of our home which has 3 steps and a ramp and chair to place boxes on plus a covered area. To protect in weather. The boxes were soaked. Not happy. I had to carry inside around lumber upstairs with heavy soaked boxes. I cannot complain to ups maybe Amazon can! I think it was a sub driver. Not happy. I had to carry inside around lumber upstairs ...
1398715,B001DKMZ3G,4,Vibrant colors! Great stocking stuffer
1398716,B001DKMZ3G,5,Received on time and as advertised. Christmas gift
1398717,B001DKMZ3G,5,"Write and color smooth, great choice of colors available I love them!"
1398718,B001DKMZ3G,5,"Nice amount , good colors... and don't forget the sharpener.... a must. Nice amount, good colors"
1398720,B001DKMZ3G,5,Ordered this case on a whim and I absolutely love it! Well worth the price for a slim case that feels very protective of my phone! Will definitely buy again!! Very nice!
1398721,B001DKMZ3G,1,Received with broken box and missing two pencils inside One Star
1398722,B001DKMZ3G,5,nice. Five Stars
1398723,B001DKMZ3G,5,"Purchased for my granddaughter and she has given them the ""High Five"" and ""I love them!""  What more can I say. ... she has given them the ""High Five"" and ""I love them! "" What more can I say"
1398724,B001DKMZ3G,5,Wonderful! Exactly as described! Excellent item!
1398725,B001DKMZ3G,5,"Great colors, vibrant and smooth for coloring. Five Stars"
1398726,B001DKMZ3G,4,"Got these for classroom art projecys. Durable and cheap, they stand up to vigorous teenaher scribbling. Good deal for durable supplies"
1398727,B001DKMZ3G,5,These colored pencils are just ok. They work and color nicely however not a great variety in colors. Alot of colors look the same in the box so this is frustrating when trying to use different colors when coloring and keep pulling out colors you think you haven't used yet but then when you put it on paper it's very similar to color already used. Not good variety of colors
1398728,B001DKMZ3G,2,It may work for some but my created wouldn't eat this. He is used to repashi so it may be that he is used to that. It may work for some but my created wouldn't eat ...
1398729,B001DKMZ3G,1,"Came out of the box, half the pencils broken. Box not taped and ripped. Bad shipping quality"
1398730,B001DKMZ3G,5,Good quality for the price for sure! Five Stars
1398731,B001DKMZ3G,5,"Watch out, these may fall out of the box in shipping! but otherwise high quality, minus the box. Gift"
1398732,B001DKMZ3G,5,great Five Stars
1398733,B001DKMZ3G,5,Pencils are sturdy and seem well made.  No issues with lead breakage or other problems.  They go one smoothly and are responsive to pressure adjustments and blending.  Great for kids or adults. Pencils are sturdy and seem well made
1398734,B001DKMZ3G,5,Nice Five Stars
1398735,B001DKMZ3G,4,Good color selection and nice feel when used for adult coloring book but the quality is just okay to good. Excellent compared with the price but just alright independent of their good value. Nice for an adult coloring book though. Great for the price but no one thought these are for professionals
1398737,B001DKMZ3G,5,Oh the colors! Five Stars
1398738,B001DKMZ3G,5,"These are great pencils; I like them better than the crayola ones I have. The lead is really sturdy and doesn't break easily under the pressure of my 6 yr old son who colors very hard. They also sharpen very well without breaking. Huge color variety too (esp happy with silver & gold pencils) Overall, I am thrilled! These are high quality pencils!"
1398739,B001DKMZ3G,1,Cheap box had come apart before arrival. Unable to give as gift One Star
1398740,B001DKMZ3G,5,Great set of colored pencils with a variety of colors and easily sharpened without cracking or breaking. Nice starter pack!
1398741,B001DKMZ3G,5,good coloring pencils! Five Stars
1398742,B001DKMZ3G,4,As promised. Four Stars
1398743,B001DKMZ3G,4,"these are OK pencils but they don't darken/lighten with pressure like a good set of Prang pencils. These are for beginner coloring folks, not those who blend colors. ... are OK pencils but they don't darken/lighten with pressure like a good set of Prang pencils"
1398744,B001DKMZ3G,1,"I am disappointed with these after I read all the great reviews. Some of the colors, although say they are different shades, are the SAME shade!!! Most of the greens and all of the darker blues. Same Shades"
1398745,B001DKMZ3G,4,Very many colors and they work like a professional artists Four Stars
1398746,B001DKMZ3G,2,"Great colored pencils if you are on a budget. I have just upgraded from Crazy Art and I am very satisfied with my purchase
1.

March 1, 2017, I am changing my rating on these pencils,  after using these pencils they are the poor quality compared to  Prang. I have purchased a box of prang pencils and the quality is far better than the sergeant. The sergeant pencils tend to drag when coloring and they are also very hard to blend. They do come in beautiful and a wide variety of colors. I probably will not re-purchase these pencils. Sometimes I just pull a color from my stack and I can always tell when I have pulled a sergeant color, it drags and won't blend very well. They also will not layer either.  Earlier I said I upgraded, but the truth is these pencils are equal to crazy art, just come in more colors. Was not impressed"
1398747,B001DKMZ3G,5,"Like these pencils a lot, great product. Five Stars"
1398748,B001DKMZ3G,2,"I'm excited about the wide color variety however, what I received is below what I expected. As a customer I would have never purchased this product at a store in this condition. I expect new/undamaged products when I received it. Not only did I only get 49/50 color pencils but also the box was ripped. Very disappointed. Very disappointed."
1398749,B001DKMZ3G,5,Good quality. Five Stars
1398750,B001DKMZ3G,2,"Not soft enough. Not pigmented and color is not saturated at all. I had to press so hard to have some color out. It's good for kids to play with, but for serious coloring projects in adults? I am returning. Very hard pencils"
1398751,B001DKMZ3G,5,My 13yr old loves them. Five Stars
1398753,B001DKMZ3G,5,good selection of colors gift
1398754,B001DKMZ3G,5,Great deal! Five Stars
1398755,B001DKMZ3G,4,This pack has a nice variety of colors.  The names of the colors are listed on the pencils which is a great help to me.  The only complaint I have is that the lead is a bit hard.  They work well for coloring in tiny spaces but I prefer the feel of a soft pencil. Great starter set
1398756,B001DKMZ3G,4,"The pencils are nice for their price. I did not expect anything amazing - 50 colored pencils for under $7 isn't bad when you're just trying to add variety to your set. And I admit, the packaging makes them appear more professional than they are.

However, the colors do not match their barrels. Which is a little frustrating because I make a lot of decisions based on the barrel color - with these I will have to test the color separately before using them. I included a picture to show the extreme difference between the barrel and the actual color. The barrel for red shows a dark rich red, while the lead is lighter and brighter. I took off 2 stars for that, but added one back because you can't beat the price.

None came broken, the leads are all intact (so far). The draw a little rough, some of them aren't even as smooth as a Crayola pencil, while others are smoother. They did not have any strong smells, which was great. Overall, I am glad to include them in my colored pencil roundup. The pencils are nice for their price"
1398758,B001DKMZ3G,4,"I like these pencils, but the packing was awful.  My pencils were open and spilled all over the box!  This is my second set of Sargents.  I like them because I color alot of landscape type pictures. The have a nice variety of greens and earthtones that I use in my coloring. Good pencils, terrible packing!"
1398759,B001DKMZ3G,4,Super nice colors and perfect for kids. Nice price. Four Stars
1398760,B001DKMZ3G,4,These colored pencils come in a great variety of colors. I was very pleased with this purchase. Great product
1398761,B001DKMZ3G,4,"These are pretty good as the price was good, but stick to a brand locally that you KNOW is good.  I found that the lead in the box I received would break easily and would not sharpen properly.  Perhaps the box I received was damaged during the shipment process somewhere (case was dropped) thus breaking the leads inside.  Colors were okay.  I personally like Crayola a little better, but was looking for some different and new colors. Lead pencils for coloring....okay"
1398762,B001DKMZ3G,4,I ORDERED THIS PRODUCT AS A GIFT. THE PERSON I GAVE IT TO DID TELL ME THEY LIKED IT AND IT FIT THEIR NEEDS. THE PERSON I GAVE IT TO DID TELL ME THEY LIKED IT AND IT FIT THEIR NEEDS
1398763,B001DKMZ3G,5,beautiful colors Fun
1398764,B001DKMZ3G,5,Nice Five Stars
1398765,B001DKMZ3G,5,I like them but again I have not used them yet. Five Stars
1398766,B001DKMZ3G,5,A+ Five Stars
1398767,B001DKMZ3G,4,"Use these for coloring books, great buy great buy"
1398768,B001DKMZ3G,4,"These are priced right or maybe i should say ""you get  what you pay for "".  I purchssed this for the Secret Garden, but used it also for the Victorian Hossie.  It status 50 koloru but you really get 48.  2 black & 2 white.  Not a great variation od koloru.  A lot a greens, So it works well for a garden, there are a lot of leaves  but what about  the flowers. Durable - good price."
1398769,B001DKMZ3G,5,They work perfectly Five Stars
1398770,B001DKMZ3G,5,"Gave these to poor children before school started, so I'm hoping they liked them. Five Stars"
1398771,B001DKMZ3G,5,Use them every day. Five Stars
1398772,B001DKMZ3G,5,"Great quality pencils! Color variation is wonderful. Great quality, wonderful color"
1398773,B001DKMZ3G,5,"A VERY good value for the price! What a great set if someone is just getting into coloring! There are just enough variation of colors (several other commenters have listed the colors, so I won't) to complete any landscape or drawing. It is a compact and travel ready set. I have used a power sharpener and suggest a hand held one. Although, I haven't lost one lead so far, no broken tips or fractured lead that just falls out when you go to use it. I agree with another commenter that, you do have to use varying pressure to get the desired effect for some colors but, that is the same way my other, way more expensive,  pencils work. Maybe a better set for an older user than kids. I highly recommend this set especially at the 'add on' price! I have NOT been compensated in any way for this review. A VERY good value for the price! The perfect set for someone just starting to color..."
1398775,B001DKMZ3G,5,Great!!! Five Stars
1398776,B001DKMZ3G,5,I already have two sets of pencils but these have the best color selection. Love these colors
1398777,B001DKMZ3G,4,nice colors Four Stars
1398778,B001DKMZ3G,4,"They color very smooth. But sharpen them before you use them Good, but one catch"
1398779,B001DKMZ3G,5,Love them Five Stars
1398780,B001DKMZ3G,1,"We are extremely disappointed in these pencils. There isn't much difference in some of the colors. The navy blue isn't very dark, it's more true blue. The red looks more burnt orange. The colors are pretty much not bright at all!! We are extremely disappointed in these pencils"
1398781,B001DKMZ3G,1,"Dull,waxy, not much variation between shades One Star"
1398782,B001DKMZ3G,5,Purchased these blendable crayons for pediatric clients and we couldn't be more happy. ... crayons for pediatric clients and we couldn't be more happy.
1398783,B001DKMZ3G,5,Great build in quality and bulk Definitely buying again
1398785,B001DKMZ3G,5,"These colored pencils were exactly what I was looking for to color in my adult coloring books.  The colors are so bright and vibrant!  I would recommend these to anyone who needs colored pencils, wants quality, but doesn't want to spend a fortune on them. I would recommend these to anyone who needs colored pencils"
1398786,B001DKMZ3G,5,"I love these pencils.  I have RA , love to color since it is relaxing.  These pencils are great, I don't have to press hard to have the colors show.  Very smooth feel also. I love these pencils"
1398787,B001DKMZ3G,5,I really like these pencils.  They are better than the name brand by far.  They are stronger with less breakage and I think brighter colors as well. I really like these pencils
1398788,B001DKMZ3G,4,I enjoy these coloring pencils except the red looks more like orange to my eye. Sargent Coloring Pencils
1398789,B001DKMZ3G,5,Nice mix of colours for a good price Five Stars
1398790,B001DKMZ3G,5,"I admit I am part of the adult coloring craze. These inexpensive colored pencils are as good as many of the high priced ones. As fast as I wear them down, I love having the alternative of buying quality for a great price. Quality Yet Inexpensive"
1398791,B001DKMZ3G,5,"I love extreme coloring so when this set of Sargent Art 24 Count Assorted Colored Pencils went on sale during a Gold Box deal I quickly jumped on the opportunity to get them! The colors are so vibrant and pretty I have been very happy with how my pictures are turning out! This is a fun little set of colored pencils, they would make a great gift or stocking stuffers for anyone who likes to draw or color. Perfect for Anyone Who Like to Color"
1398792,B001DKMZ3G,4,Surprisingly good pencils! Can't beat the price unless they had been free. Four Stars
1398793,B001DKMZ3G,5,Just what I needed.  Nice color choices. Nice color choices
1398794,B001DKMZ3G,5,Works well with adult coloring books Vote helpful for Harambe
1398795,B001DKMZ3G,2,"I bought these for an adult coloring book when they were priced at $12 bucks and I deeply regret it. You do get variety but the color quality is just not there. In order to get a truly pigmented payoff, one is pressing so hard its seems like the pencil will break. I was expecting vibrant colors and they payoff was dismal. I would not recommend. Terrible Color Payoff"
1398796,B001DKMZ3G,5,These are great for simple home use! Five Stars
1398797,B001DKMZ3G,5,"Good value, fast delivery. Five Stars"
1398798,B001DKMZ3G,5,Great for adult coloring books and for drawing. Five Stars
1398799,B001DKMZ3G,2,"not so great, I really like Crayola better Two Stars"
1398800,B001DKMZ3G,5,"blend nicely and smooth,love them Five Stars"
1398801,B001DKMZ3G,5,"Received item as described, thank you! Five Stars"
1398802,B001DKMZ3G,5,Product for my Granddaughter for Christmas.... Five Stars
1398803,B001DKMZ3G,5,Great set my niece loved them. Great set and price
1398804,B001DKMZ3G,5,Great thank you Five Stars
1398805,B001DKMZ3G,4,"Decent pencils, presharpened, with 48 colors to choose from (white and black have 2 each). It's a nice set, but with that many colors, it's hard to distinguish between some of them, and the painted color on the pencils doesn't seem to match too well with the actual color the pencil produces. So, if you are trying to find the color you used in one place to use it again somewhere else, you really have to keep track of which pencil you used. But, that being said, I just got this for fun, not for any serious art endeavors, so they suit my needs, and the similar shades serve as backup for their neighbors. Also, seems like you have to press pretty hard to get a bold color.  Oh, and the box is pretty flimsy when the top is opened, so I'm looking for a better case to work out of. But for the price, I'm giving it 4 stars. OK pencils, and a good price"
1398807,B001DKMZ3G,5,This product is a great product. Five Stars
1398808,B001DKMZ3G,4,Not bad for colored pencil's. But not as rich colored as I would thought. Not smooth enough to color with. Good Coloring Pencil's
1398809,B001DKMZ3G,5,A great supply of an ample number of colors. Will reorder upon using these up. Five Stars
1398810,B001DKMZ3G,5,My niece loved these! Five Stars
1398811,B001DKMZ3G,5,"Purchased with the coloring books for my Chemo Angel patient.  Quick transaction, received as described Five Stars"
1398812,B001DKMZ3G,5,"This is my second set of these pencils.  I also have given these pencils as a gift.  The best part of these pencils is that the name of the color is on the barrel so no guessing.  In my opinion, do not hestitate to purchase these colorful pencils. GREAT PENCILS"
1398813,B001DKMZ3G,5,present allison
1398816,B001DKMZ3G,1,They are very hard and color super light One Star
